"","V1","V2","V3","V4"
"result.1",0.346412621112136,2.18048664906495,2.14935787254566,1.5411988164935
"result.2",0.287502931558446,2.11817129723946,2.10990358079528,1.45398685769725
"result.3",0.329460734010159,2.15211628815797,2.12864818134648,1.54768498790537
"result.4",0.292335693057812,2.14688920922747,2.13307591301777,1.54060730717389
"result.5",0.356230252874078,2.21044508785647,2.14313285204168,1.60804218190283
"result.6",0.328380180353958,2.14730600263996,2.14318508179274,1.55004029414044
"result.7",0.30160423461432,2.14550192623661,2.13111329604096,1.50183137327345
"result.8",0.326769237923724,2.1373444183865,2.11330767057639,1.47659131949818
"result.9",0.302863648437514,2.2677123181412,2.22332502787607,1.69764887253501
"result.10",0.317817063784566,2.17501373330594,2.1564238164928,1.59216210861761
"result.11",0.334558323965989,2.18114660594902,2.16889611146444,1.61211916864799
"result.12",0.320627008553631,2.17883735826625,2.14396469932478,1.55353424521486
"result.13",0.300786173377455,2.15501832034447,2.12466605026533,1.55174097023235
"result.14",0.312269587385111,2.16550081688094,2.12570945009996,1.53187787789158
"result.15",0.294989339529725,2.10571440526085,2.10037990781559,1.444760153718
"result.16",0.331159860930544,2.1403292403603,2.13003817472891,1.54352412863307
"result.17",0.336868848795772,2.15702565124687,2.12725737078543,1.57740964253308
"result.18",0.328963230303437,2.10586599666453,2.10227452306982,1.44212635674819
"result.19",0.364140723379441,2.13054340915972,2.09191881664304,1.42921207380957
"result.20",0.325394755843986,2.14889610774561,2.1393865025465,1.5145702517112
"result.21",0.304551070643962,2.07011512340947,2.09556878843648,1.41871290199624
"result.22",0.305576850428854,2.15322120346806,2.14084598202681,1.5623367121301
"result.23",0.345983124946532,2.15124940175117,2.12335860887387,1.50879520753763
"result.24",0.313584009188716,2.14804745850735,2.14917044835382,1.56657226810391
"result.25",0.306904671303905,2.09759324418022,2.09256736062174,1.48030100958294
"result.26",0.333267452652761,2.15933899098919,2.10986705232193,1.50451726834541
"result.27",0.32822482686351,2.17425222958488,2.15175248264311,1.60088798778755
"result.28",0.293075332336462,2.09025959549658,2.11360038867928,1.5544575737841
"result.29",0.33515832515216,2.16999422970642,2.16819423158596,1.58683729399094
"result.30",0.348524536877283,2.20457338727547,2.19340988164392,1.68894118994496
"result.31",0.328085791978351,2.14580002686885,2.0994390320843,1.45596347567013
"result.32",0.277740303172712,2.22956306280107,2.18817340493659,1.64834518445925
"result.33",0.306701843583726,2.12330287297872,2.10248830212187,1.40676121807161
"result.34",0.31160367944477,2.13418513498609,2.13456272171399,1.47414279777755
"result.35",0.340181362430345,2.16228072194473,2.1639822223178,1.55024797298525
"result.36",0.367387669103095,2.22069670148314,2.18492183043865,1.64783092373624
"result.37",0.31868815267522,2.16859248908105,2.16717844789596,1.63329322721228
"result.38",0.321728362977222,2.15035245883049,2.18074537321778,1.65353933883329
"result.39",0.315778722333404,2.22526332178984,2.16731485600934,1.64295461892941
"result.40",0.339501588433546,2.17257709863278,2.12562625249471,1.58134681773567
"result.41",0.320430612440879,2.18793138415544,2.17018798770646,1.61204241510598
"result.42",0.320712281955571,2.15922877720567,2.12094120295656,1.5504629191507
"result.43",0.283624585180827,2.11162747203269,2.10063778324601,1.53087107402433
"result.44",0.31525678710049,2.1107716550357,2.11666796809481,1.49759608119043
"result.45",0.340983813054283,2.10067727236697,2.08523941213127,1.47156442631357
"result.46",0.313028373956097,2.20099820090625,2.21146271999317,1.75772566550488
"result.47",0.341486457914188,2.16469458530791,2.15254985467093,1.57211814821627
"result.48",0.304065970765211,2.17262381006514,2.14195905085981,1.52694318842893
"result.49",0.339785933292525,2.07610170676845,2.06752090888575,1.36080982513267
"result.50",0.336436613008793,2.1342303917284,2.11586478710483,1.50179929740982
"result.51",0.332895881965811,2.22901528346376,2.18953952713951,1.66234214061803
"result.52",0.317488022325955,2.18089705512057,2.15025462563357,1.6084654747722
"result.53",0.31936137100393,2.11664265657917,2.12714855597937,1.54222542651344
"result.54",0.356736872498553,2.12599504756816,2.10337692400366,1.49822475819035
"result.55",0.311672560536993,2.16293275838744,2.1311445587352,1.54536120064984
"result.56",0.299656239930455,2.12261663240355,2.114425183196,1.48680570351841
"result.57",0.358274824887662,2.12132495490855,2.11587170280292,1.45514946644229
"result.58",0.309557733021935,2.17490705201101,2.13217674912695,1.56909035846633
"result.59",0.302173495799875,2.13203930713574,2.11882187170671,1.55301650620016
"result.60",0.315705977047483,2.18054356890679,2.13234167996102,1.48899785903224
"result.61",0.329374039717769,2.14422089043378,2.10779073048177,1.54006679399719
"result.62",0.297381278049171,2.13351548379449,2.10808475766244,1.54911298742284
"result.63",0.34495350085129,2.12071224683158,2.10924803374852,1.50051995428312
"result.64",0.304734252814694,2.17773707478205,2.16789575623417,1.6000763654416
"result.65",0.332061932842206,2.12156591653143,2.10401582660996,1.53582587342243
"result.66",0.328808649838021,2.13818543207209,2.10631762378656,1.42096545448138
"result.67",0.295773848024483,2.16538936077559,2.14601459303082,1.59937871524894
"result.68",0.321721497875061,2.10206976933181,2.11705417482567,1.50110877329404
"result.69",0.326437716132649,2.17255235620132,2.14910236967117,1.59665147370536
"result.70",0.315898307433696,2.19663807963608,2.14949684045169,1.61801350144813
"result.71",0.296659211990544,2.17871866633799,2.16522492441977,1.64602492276709
"result.72",0.312474699764998,2.16780319621371,2.18711113277069,1.67054644634155
"result.73",0.306867135094859,2.09048837745151,2.10469310313018,1.47549029041742
"result.74",0.348336978076669,2.1869558542173,2.14901965690608,1.5890505781092
"result.75",0.315009530650886,2.20713431964379,2.17153581454813,1.64609641182926
"result.76",0.36992067994364,2.14424392577942,2.09805537582607,1.43526727244074
"result.77",0.321918426113784,2.22468189651091,2.16834462112328,1.5834705060967
"result.78",0.31849693584805,2.13002418793722,2.13729898062906,1.543260813434
"result.79",0.330580373859168,2.16307659048798,2.14464799642956,1.5326676269659
"result.80",0.348676546175124,2.14019439516895,2.10346994811971,1.40034849242947
"result.81",0.30900148698624,2.12197471703722,2.11759021369286,1.47200230066622
"result.82",0.329482578366165,2.14274855447465,2.10308046116598,1.52289339092248
"result.83",0.343707173642245,2.14703708024587,2.14512528313191,1.56635171695453
"result.84",0.348380217570391,2.09324463407963,2.06465257738341,1.48668472734224
"result.85",0.299031555690819,2.12033605344978,2.11621050793524,1.46714810518745
"result.86",0.339360171658916,2.15182209599412,2.12912391939765,1.55025873107959
"result.87",0.29073560798907,2.12545539411136,2.1113436284777,1.50302853614076
"result.88",0.328312215943096,2.15690177518291,2.13297024820978,1.52483849371049
"result.89",0.307767398573451,2.13111882715663,2.0856350653733,1.4532392338706
"result.90",0.291785714022911,2.13283167622561,2.12966561850231,1.55885879987194
"result.91",0.308116757738445,2.14866378830554,2.15312083348251,1.6077361110112
"result.92",0.319090660864884,2.13827968099999,2.0964537411523,1.46247739659884
"result.93",0.361363635216752,2.16257609824445,2.14139880765904,1.57071899574354
"result.94",0.330027900454678,2.11637433164057,2.12400345221161,1.54343553234907
