"","V1","V2","V3","V4"
"result.1",0.34511854041057,1.56748631228099,1.57742953991046,0.891637136212871
"result.2",0.349542486389963,1.53006445358861,1.55629067591252,0.838591455495615
"result.3",0.338517227958553,1.52629501196165,1.55048239182504,0.857696808861752
"result.4",0.333001313780367,1.55100368111336,1.57374389865983,0.890439769313239
"result.5",0.364343738142903,1.56881077634173,1.56714675482987,0.904769911044355
"result.6",0.347081551196854,1.54479728633694,1.58883261316786,0.901624138245709
"result.7",0.339003479434031,1.54199213559449,1.56453596768813,0.867577263017035
"result.8",0.3617989176215,1.54155177757497,1.55787334017837,0.853150901301165
"result.9",0.314416557913472,1.59776055999361,1.60312820729164,0.957709761055618
"result.10",0.359720546708923,1.5553790353618,1.5693399860497,0.90038100652224
"result.11",0.345485238439608,1.54655781659818,1.58059265253779,0.912740864197557
"result.12",0.337559759965111,1.55773728034887,1.58373585159797,0.888658646807096
"result.13",0.344957137061386,1.54987993398219,1.56850898564432,0.876287792569601
"result.14",0.327189284585373,1.53801411412444,1.54379702556893,0.849443764740112
"result.15",0.300961570349532,1.50912721242668,1.54502894795653,0.825095966146934
"result.16",0.350997092151289,1.52893738528744,1.5466243644874,0.875608872420431
"result.17",0.366631187761199,1.55044565024174,1.5765364938248,0.916447173164226
"result.18",0.342074801924095,1.52420135721251,1.55216169577406,0.837684779733571
"result.19",0.353503287403217,1.52777265309344,1.55573320627048,0.833008394312115
"result.20",0.362582235095902,1.54705757966407,1.55925808391852,0.861602958256885
"result.21",0.338931263550317,1.49530649120603,1.53110310585785,0.782034959245112
"result.22",0.327190675828019,1.53331495712871,1.54913269577107,0.858050479182668
"result.23",0.359184618014833,1.53172809628236,1.5529186845044,0.844282581782773
"result.24",0.325496474688337,1.52675258820966,1.56087280703237,0.877495747191111
"result.25",0.353594370201347,1.507044864103,1.54081436637185,0.839201538956834
"result.26",0.356370820786727,1.55707855544325,1.56116835700488,0.83388553183449
"result.27",0.326030244029081,1.52686863189023,1.57363784938212,0.891550481946154
"result.28",0.311214625529012,1.50516019130618,1.55207380054547,0.880868107719467
"result.29",0.349392772060933,1.5566986896279,1.59276011103331,0.916418519257717
"result.30",0.356354758351255,1.55042411015842,1.57219411421876,0.935724298595485
"result.31",0.340906044558849,1.55349930208357,1.56888876560921,0.854839329727801
"result.32",0.304050568082756,1.59472117561577,1.61099344817455,0.949423449999462
"result.33",0.361488549890476,1.55511654092845,1.56720715129665,0.817600662569816
"result.34",0.339034200420609,1.54399037625836,1.56976893425714,0.842754511167415
"result.35",0.356316103098366,1.55409668355787,1.57308303771483,0.871015189284714
"result.36",0.353478502439094,1.58170671489167,1.58758070233865,0.933184118280324
"result.37",0.317588779834121,1.52938195796269,1.56976681261226,0.933291285614324
"result.38",0.350990751287045,1.55543097699357,1.59954783473184,0.960909855926566
"result.39",0.320637269607463,1.57697402801835,1.57952184781317,0.925998415297744
"result.40",0.376081727764287,1.55897799004855,1.55829385999264,0.90836339385866
"result.41",0.311131259209647,1.53981551150389,1.57273978247696,0.905099199830067
"result.42",0.341427579304759,1.53944732192286,1.54965246141019,0.88113683274743
"result.43",0.329582655417243,1.51311808950017,1.55880973084379,0.886886397793897
"result.44",0.354087327718168,1.52064248809442,1.550474242246,0.837937671558979
