"","V1","V2","V3","V4"
"result.1",0.00164908650995172,1.4062609862738,1.40515820288558,1.38824847472291
"result.2",0.000403437633898349,1.38331168639769,1.37938604987931,1.38078892955104
"result.3",0.00269850881201156,1.38024780652618,1.37289686070266,1.36143182148739
"result.4",0.00316868376922656,1.3978875753599,1.38936176879301,1.41722987646209
"result.5",0.00249227541458266,1.3956340020461,1.37869448467805,1.43687188452554
"result.6",-0.00114066093279682,1.37740922710286,1.37514700926136,1.43224604722732
"result.7",0.00620316348281545,1.37051940943524,1.36846376539961,1.3208936661182
"result.8",-0.00133452518909166,1.37306967400511,1.38398643723147,1.38091836692709
"result.9",0.00205299208976355,1.4462376324641,1.43984928086558,1.49012314760184
"result.10",-0.00364117185338899,1.39822185701492,1.39381216432729,1.38321118388178
"result.11",-0.0003587040780967,1.38204378792478,1.37680583912446,1.35226036365205
"result.12",-0.00422978082576252,1.40298598053735,1.39855990138887,1.41386819306042
"result.13",-0.00134060924722407,1.38673745770203,1.37905727124081,1.35680931609376
"result.14",0.00233880349077663,1.40422596268789,1.40700124761463,1.3694638467666
"result.15",-0.00418499689049842,1.38663591484046,1.38935171794313,1.34566674323214
"result.16",0.00584285053498382,1.37262730238455,1.36616154118164,1.31384507021589
"result.17",0.0044780951208592,1.38393214637827,1.37670839987549,1.38852808776575
"result.18",0.00126623946596667,1.36367203984311,1.36768655444081,1.31509949995415
"result.19",-0.00739495538789052,1.37185120481386,1.37539732440527,1.43080690450502
"result.20",0.000807622653063168,1.39047724702115,1.38972288247639,1.37689421632987
"result.21",0.00103786967348578,1.34816643994423,1.35643147138425,1.29411971454269
"result.22",0.00212992898216342,1.38598794453909,1.38917451746584,1.33069302980588
"result.23",-0.00167913800945438,1.37180448376023,1.36226173862935,1.31726752691728
"result.24",0.000849407812220121,1.39863029213302,1.3975479154099,1.40139795173067
"result.25",0.0013448737574948,1.36224813198795,1.35787423921533,1.31374752439282
"result.26",0.00030271001246529,1.3874714913704,1.37389838951103,1.35955250423677
"result.27",0.00671258554988889,1.37705796449634,1.37692817964867,1.39089978115029
"result.28",0.0020195522971068,1.36249259583107,1.3695117945455,1.352940974595
"result.29",0.000838026559913949,1.37859632960487,1.3841799011968,1.3725825513221
"result.30",0.0059491510165107,1.40981174410208,1.39704400477681,1.41151813066059
"result.31",-0.00715566899279936,1.37823893494303,1.37575308079545,1.38650027965164
"result.32",0.000201617530968605,1.44092382303583,1.43128309724957,1.44318970184602
"result.33",-0.00249481625121291,1.37109536432376,1.37001320485983,1.31007737797634
"result.34",0.00248830144328585,1.37173441438268,1.37327483714555,1.34187336355195
"result.35",-0.00432034522117022,1.37945584710469,1.38269619628874,1.3644982817388
"result.36",0.00339401788514134,1.40957575963569,1.40309671146508,1.45586490473244
"result.37",-0.00837225867417907,1.411563667339,1.41857055750353,1.42376168562879
"result.38",-0.0021919751242509,1.38067700046457,1.38920524960074,1.46276791377013
"result.39",0.00065663697658502,1.42508298743752,1.41761919268284,1.42654607243139
"result.40",0.00642598971012599,1.39797787337174,1.39016735194588,1.40334225285664
"result.41",0.00782984106417211,1.40822650003439,1.41821932465525,1.40572258337112
"result.42",0.00188300991940566,1.38164095588194,1.37939281732419,1.38615169809873
"result.43",-0.000470642353306839,1.37985497620338,1.37595989715817,1.41485802996365
"result.44",-0.00638223662125224,1.36391045760673,1.36507495470186,1.31010805475287
"result.45",0.00554564363460335,1.34381500274073,1.33878034370548,1.34803078391049
"result.46",0.00225334268740435,1.42706833161938,1.42451323233424,1.49198009392736
"result.47",-0.00014944429312187,1.39754092660975,1.38864532675998,1.37585364334568
