"","V1","V2","V3","V4","V5","V6"
"result.1",0.200236529935238,2.89948149909171,2.77331585658254,2.81965114835407,48.7396873873259,43.6453125647985
"result.2",0.246352794258555,2.92047128428669,2.76075129693105,2.87794405610403,52.95516054729,46.7624132043881
"result.3",0.189997029586198,2.94277299577273,2.78354862994801,2.91635795761062,52.5344901004429,47.5460626854705
"result.4",0.204549524487209,2.92715950934434,2.80331628574058,2.88189546931964,51.8332561190546,46.3278713651273
"result.5",0.201828201078751,2.94906197144413,2.74912949876662,2.89874220488837,53.4607141580034,49.5060689512281
"result.6",0.221755106267867,2.86334294494013,2.70080320535947,2.78313619658682,52.3023397050531,48.7545620696625
"result.7",0.222219274566477,2.89685668237769,2.73593788463325,2.8229837377451,50.2969878204992,46.6106612503335
"result.8",0.229042770495296,2.87836368433621,2.73587255279202,2.74685627056446,44.8360259210689,43.4190796352384
"result.9",0.209417851810209,2.98828926458642,2.79997101361471,2.92063023048516,48.5330020421855,43.446113419443
"result.10",0.185908040640884,2.89500804267065,2.75689447714919,2.84677622196525,49.1008309265811,41.9154649347046
"result.11",0.210501259203329,2.91994838075537,2.76978980129005,2.80900903253015,47.1661636634606,42.6077758905111
"result.12",0.203821178580361,2.9112512034574,2.76616991840976,2.86556190096561,54.1918181741297,46.096701063734
"result.13",0.228346426244248,2.97125414966013,2.8099941098787,2.91533270387408,51.4610242930111,47.9928394143718
"result.14",0.153179425846855,2.93546307988342,2.76346483537697,2.84390428377979,51.9785342494215,42.1612063870101
"result.15",0.218044231398937,2.86918197814004,2.78293623066566,2.80974938661121,45.3756909203034,39.96046931626
"result.16",0.205893145842617,2.96470158084503,2.80904084395116,2.93044245146691,47.6427995696766,43.6086271867524
"result.17",0.230806138462721,2.92027050631412,2.77337016162423,2.86233064141011,46.9374809427358,43.736052939183
"result.18",0.163636293929061,2.81827194533492,2.74181537112609,2.71736255010723,44.8865812692547,39.4472868975065
"result.19",0.193590894119056,2.88123124797242,2.75438725750821,2.80112312505953,50.2035945411648,43.4867854960594
"result.20",0.228025708905604,2.86621844401451,2.75065895833807,2.85188891203618,48.4139755044557,44.266224095261
"result.21",0.168833285294894,2.83445405285695,2.73719806601452,2.81134056771787,46.6341042207163,39.5617478803388
"result.22",0.200149577387674,2.87551097113037,2.75198404729707,2.80625073882265,47.6156642426447,42.5608463477576
"result.23",0.224758825136334,2.86227930055191,2.72231601878009,2.68698937873966,41.0472472454198,37.7150804864456
"result.24",0.183984469149599,2.90928776221812,2.78441570860666,2.91947972012322,51.1871975875619,45.7170908712045
"result.25",0.222250915816046,2.86663340233192,2.75938419308931,2.83811939703592,46.7020800603984,43.9751134898293
"result.26",0.212206457798118,2.89225130690382,2.77898475056111,2.82697431578681,49.7269851692156,43.680591805263
"result.27",0.223187716731778,2.89512417361786,2.74124334943682,2.82059193827445,50.6943268317089,45.5311175710284
"result.28",0.209908482554211,2.86494125174267,2.81177923032992,2.91040850812938,48.7000200404972,43.1472365707265
"result.29",0.187889652359224,2.90790602247587,2.79706928116502,2.91810652604375,55.0629410134763,47.5358351223794
"result.30",0.238037145544164,2.95219419052272,2.79776713085892,2.9561393520928,53.8353138336182,49.8812574339644
"result.31",0.201763887229095,2.90606640898148,2.74668772517872,2.85487421470429,52.0040240249377,47.0926913662476
"result.32",0.185103614073089,3.01815269881394,2.85777281767472,3.055618615725,59.8476590740763,51.1534913003356
"result.33",0.197945536732143,2.87364446880117,2.75006961517874,2.74500180905466,46.8436557241644,43.2670978819596
"result.34",0.236078564759442,2.85246413646433,2.72534266819869,2.73210512013832,43.358778352644,39.8317571358176
"result.35",0.231112751325226,2.89866877234855,2.75724975893537,2.80039399203999,49.6030105433515,44.5190839680453
"result.36",0.220311216683209,2.97812255154855,2.81967779138625,2.96352066118471,48.477649360585,43.319699258694
"result.37",0.196769872034593,2.92910183728443,2.80766003508802,2.93568746292324,52.8907717812932,43.177022756038
"result.38",0.214685974230346,2.8929864292483,2.7891210547423,2.83673724327489,47.5444573162536,43.0068653891644
"result.39",0.229896001021595,2.9040457227322,2.73037987829596,2.79268935757981,51.4065152686932,47.609266424256
"result.40",0.219970310494119,2.88866664935017,2.7541913047335,2.85037520789483,46.4874198971893,45.3058566898751
"result.41",0.200907694384029,2.92481215697557,2.75184959453568,2.84154605059069,46.0578713767223,39.8564929292045
"result.42",0.217306382955363,2.90826879691432,2.77883556751872,2.95933912120478,52.0455281596406,45.1245552000467
"result.43",0.176290925730361,2.9356054027478,2.76088190392669,2.93105874545701,53.9582955476083,46.793876299879
"result.44",0.204307017588649,2.87510791215465,2.73664795270866,2.82435736992855,49.7448910812817,42.2930832529079
"result.45",0.204751594207525,2.89055588751871,2.73304503245993,2.77811702723751,50.899871134655,43.8018517891225
"result.46",0.194471981974667,2.98364637348944,2.90241202607509,3.14187752671103,53.014167444116,43.9465999067673
"result.47",0.215622104354994,2.95811957858327,2.79822078324924,2.8944963679598,50.1646552538292,41.9886194087513
"result.48",0.174677216571638,2.93483171896318,2.81139204955043,2.88483050490987,49.2282766688511,40.7174608512103
"result.49",0.201388080815255,2.88780072398359,2.72374303697643,2.75092573285312,50.2022210959411,44.3083516663966
"result.50",0.213546852658354,2.89721527821842,2.77857425002262,2.83705763291485,44.8516782085056,43.9920909826668
"result.51",0.206196389902128,2.95800504026703,2.80585441332573,2.93271366004594,51.8866643272362,45.0061537258522
"result.52",0.222752261653974,2.94055445270508,2.79128193558277,2.89460685856537,52.3323202443395,47.1976707786828
