"","V1","V2","V3","V4","V5"
"result.1",0.37144590764302,1.58098799967101,1.57296474082244,1.57440395074361,7.39159273761923
"result.2",0.330344726540214,1.52830139540246,1.5214060505877,1.59532850944728,5.94035128549165
"result.3",0.302358812165737,1.52588882096765,1.52903286261041,1.56214293739895,6.48601197346405
"result.4",0.311851837382326,1.53470175249688,1.54792226451379,1.55944294375199,5.79432171095279
"result.5",0.309803008150164,1.52187411712889,1.51767047918895,1.50012752134664,5.51953456221032
"result.6",0.419733471328705,1.55737618144613,1.55890616158723,1.55492222393011,8.0650975089228
"result.7",0.323460856582547,1.52914022885457,1.53209804547022,1.5795375771236,6.25333753174753
"result.8",0.392324853457098,1.55386390226926,1.54316187573939,1.5274586054903,7.41962497180546
"result.9",0.427863991645658,1.59676000743178,1.58094524660692,1.53924982313237,6.37381165701547
"result.10",0.32457980989985,1.53812652106772,1.52717901047873,1.49773122950989,5.34642107026348
"result.11",0.3918086831659,1.57814936500565,1.56597038509484,1.55518687937601,6.52344551308434
"result.12",0.327085581274348,1.54404659138715,1.54473301435866,1.52274107604149,5.8874165438454
"result.13",0.340671355523071,1.56078993590596,1.54483626011397,1.56516812580791,6.48962544496097
"result.14",0.282259811387084,1.53507743354041,1.51647082260168,1.50567494352192,5.41427651361241
"result.15",0.339999569694338,1.51264013317505,1.51348503449715,1.48042322909878,6.15016028352033
"result.16",0.29484613029933,1.53602920975707,1.52208334778142,1.51773348885531,5.57442580114994
"result.17",0.319738803249464,1.54284113288268,1.5426156348325,1.52884287387159,5.47316406671348
"result.18",0.315593629120637,1.53415414168013,1.53134588519059,1.47236468411214,5.86329843765953
"result.19",0.245140146979937,1.51694896349865,1.51166278101301,1.51086799552447,5.64362002028012
"result.20",0.432898758412917,1.53582631453383,1.53554854229028,1.56490017963476,6.78137964851373
"result.21",0.307676163585259,1.52256401580153,1.51284759225458,1.55675081398861,6.30072787232157
"result.22",0.375708017222693,1.56421956591639,1.55061516347127,1.50163815621796,7.21390687374227
"result.23",0.365859049262768,1.54706815607859,1.53664305334002,1.45654453961321,5.68768146231425
"result.24",0.305540940745893,1.53885209165077,1.54242433760874,1.61479498923333,6.12624557949056
"result.25",0.290558739412414,1.52329282267002,1.51330950415285,1.57555719021753,7.42256962572123
"result.26",0.341926384134269,1.5175272780118,1.52603589816662,1.50726838787258,6.15813778070059
"result.27",0.393560873980469,1.5617509436004,1.55639972352401,1.51850301041352,6.5560401411714
"result.28",0.245683119744427,1.50943820691289,1.52153251288477,1.51478289710568,4.89650710097962
"result.29",0.315905058852916,1.552787325577,1.5765769965043,1.60301495861167,6.64438011253658
"result.30",0.299114788064228,1.53114564756693,1.52570537355007,1.51026771877049,4.92241301094312
"result.31",0.321055099499094,1.55125868142103,1.54913970520617,1.64243154347222,6.99099637213231
"result.32",0.308444899761828,1.56820234522059,1.56473132250921,1.63609506998488,6.63754813371624
"result.33",0.354816629347461,1.55196174075134,1.54539410280976,1.50555541745317,7.33587281718107
"result.34",0.391501346909824,1.55152609896928,1.54703788601701,1.54107839354527,6.61767515982716
"result.35",0.380858542595717,1.55496112088905,1.53759632582673,1.49198132774999,5.92552033075795
"result.36",0.283769089624219,1.54207225227578,1.54370429614765,1.59515045441198,5.09348554273374
"result.37",0.294034748045781,1.53769677816913,1.55274710635689,1.55889400691756,5.49135024247813
"result.38",0.352530217852693,1.54571279053292,1.56197026758854,1.48612725586164,5.74186798255756
"result.39",0.42427977069723,1.56466315504462,1.55844499495806,1.55146099693184,9.32088601570313
"result.40",0.321320145828844,1.52827657261146,1.52173091418956,1.56388887739425,5.85094956087192
