"","V1","V2","V3","V4","V5","V6"
"result.1",0.249650034480562,2.62183517946067,2.54946121088125,2.56277551893521,39.6191097074632,39.5617600792054
"result.2",0.277305633313174,2.59778041762233,2.5098191308065,2.58333024836998,41.0442354547207,41.2816997389767
"result.3",0.233142155044263,2.61069845587366,2.52944580280684,2.61181279002353,39.8666122081241,39.3619042764831
"result.4",0.245024802076321,2.59771395169501,2.55330179752668,2.61103164376764,41.8351863974172,40.9641659119597
"result.5",0.265519114664365,2.63598021268474,2.52622440136376,2.62568482137084,41.4943967228972,43.5479437096876
"result.6",0.276404496560486,2.5562778802544,2.48470498531641,2.53615319455842,40.4475709899036,42.8275059516654
"result.7",0.26371005055619,2.59218467179006,2.51689495945075,2.55861422942308,39.3283564004832,39.5529522574878
"result.8",0.290421204044825,2.58591061611763,2.51523832735213,2.51030771859365,36.1430321545725,39.6513924789506
"result.9",0.273787216283552,2.66570498508067,2.56052777385416,2.63408020728373,37.5667543014407,38.0685460571992
"result.10",0.246492340785056,2.60906555261805,2.53134063409349,2.57928177687055,39.5326476164741,38.3904611871358
"result.11",0.263420900561713,2.61058126284121,2.53084449273941,2.5336032689243,37.3246336413098,38.0736302953578
"result.12",0.253730055794336,2.61178369500275,2.53185339937368,2.59489877021946,42.1582060548328,39.4316281784216
"result.13",0.276072600662655,2.65381608887114,2.56314805353889,2.62267184890325,40.5654675782486,41.5230279183092
"result.14",0.210303107151187,2.61881379496293,2.52090882161926,2.56262298623387,41.5853266155463,37.172121395799
"result.15",0.241981048863575,2.56197714023965,2.53312508004796,2.51993110043093,35.8563913489636,33.8354553451144
"result.16",0.268599687496441,2.62900248880831,2.5605793121921,2.64598204602647,38.1405869317127,38.6152937230217
"result.17",0.271320960218881,2.60497490641044,2.52650364742345,2.58253877947184,37.3905799384152,38.3196487324955
"result.18",0.245707442472866,2.5529061717589,2.51814519745456,2.47013642303058,35.9455557888195,37.1751135091705
"result.19",0.254916814203473,2.58113525195006,2.52012340775457,2.55807448445866,40.7912129736208,38.6579985532055
"result.20",0.295068178120609,2.58550797995026,2.52851000937405,2.58153240199226,38.5740043205036,40.4508473575928
"result.21",0.228063748446035,2.52900558009463,2.49841607123661,2.53628660224213,36.3867143282393,35.7915976915909
"result.22",0.270509270036133,2.5791843787534,2.51762928684777,2.5349919650054,37.132773493732,37.874214925818
"result.23",0.290245214667939,2.57853102854177,2.50429025426238,2.44493551222753,33.3540080592369,34.8542127003832
"result.24",0.247668417871493,2.62450234185952,2.56446436293978,2.64296723047344,40.9312310797243,41.535086080084
"result.25",0.285573534167708,2.58575052969541,2.52412180566793,2.57643009649331,38.3122133396005,41.4711519998825
"result.26",0.302386414463814,2.61991125018194,2.55537499094711,2.55531100788576,39.6628987249408,41.4647137318539
"result.27",0.283071776503888,2.58999974191697,2.51767831962914,2.5464588401208,39.6040451183062,39.4911381271837
"result.28",0.249407682872743,2.55595614736149,2.55310778548094,2.61922263310021,38.3001535568927,37.5362570929355
"result.29",0.242579804847706,2.61294550964819,2.56585866764732,2.62977081478187,42.4776664568599,41.4709314007156
"result.30",0.287186614209911,2.62641918360438,2.54838610177646,2.65043443169659,41.732482972245,43.3711935630755
"result.31",0.262311202534218,2.62262745945034,2.52961359595503,2.59208297253418,42.8165566140947,43.472111245914
"result.32",0.245954221569826,2.70215208056472,2.60793596553765,2.75263661232846,46.4825742530441,43.8690650548165
