"","V1","V2","V3","V4","V5"
"result.1",-0.0276695831161428,2.93108075883314,2.8028092258335,2.97325925612325,10.1819486070329
"result.2",-0.0553526281991079,2.95094115395316,2.81149457464062,3.06552884342344,12.0388066491562
"result.3",-0.0473743978375886,2.92267690051896,2.80520290524537,3.01019140069131,11.4594073267183
"result.4",-0.0325026469562187,2.89733707008498,2.8018689392686,2.94582176057057,10.2293562253586
"result.5",-0.0354667260897637,2.92471830864107,2.7993779588257,2.95837272482927,11.1935221286958
"result.6",0.0660707815853684,2.90234727483748,2.80003382111351,2.9003357666734,10.1611301476341
"result.7",-0.0357964971099651,2.88655653733044,2.80196632409169,2.97749363404587,10.0896305863865
"result.8",-0.0190651478210297,2.90314062496145,2.79673358989058,2.92247545036368,10.4445736702473
"result.9",0.0195150190487683,2.93779892268931,2.80539691489049,2.94496044293466,10.7082345790388
"result.10",-0.0148985898982447,2.92680173359636,2.80063423428276,2.93324071153275,10.9239940644053
"result.11",-0.0363290417362702,2.88022653059727,2.7887694314701,2.9125922238428,9.49723701759345
"result.12",-0.0154196777204099,2.88797086397234,2.8095670500937,2.90372852918328,10.5498683418836
"result.13",-0.0796726942705622,2.90544277384045,2.79640744018399,3.00169033572586,9.14989244052531
"result.14",-0.0260225185829817,2.98147292545089,2.80378441977094,2.99925092691123,11.1396821540418
"result.15",0.00592133883722491,2.85272685798996,2.79478704142601,2.85190162209344,10.195169385074
"result.16",-0.0640808911155789,2.96144067720219,2.80027286945802,3.03317427490425,10.9270001015283
"result.17",-0.0280297169165477,2.88479499121007,2.79621462949681,2.91302281616953,9.74303185146873
"result.18",-0.00401330568152331,2.90484675736019,2.80621963575233,2.88197882323114,10.4555532211658
"result.19",-0.0693880341149521,2.9035721806848,2.79951448843178,2.97465181551844,10.3808444424344
"result.20",0.0201398502538841,2.90404021253577,2.80595703896675,2.92082441403818,10.0620221321457
"result.21",-0.0419316889229407,2.90641776417901,2.8040270519879,3.00079048063679,10.2631481388753
"result.22",0.0131170125790102,2.93063585529953,2.80691569531041,2.87176361497543,10.52532775352
"result.23",0.0519394043020303,2.88658388091105,2.81049822028384,2.82044955468262,10.5139653450497
"result.24",-0.0734077107882418,2.90216222193415,2.80630101954318,3.02630632362148,10.3888314530824
"result.25",-0.000150979160142875,2.8975620068859,2.81598956582737,2.95804077794938,9.60473327663322
"result.26",-0.0239501287053348,2.85215952940304,2.81371913450878,2.84222129168104,9.01870255449395
"result.27",0.0504554290831613,2.92088072941697,2.79969210240403,2.86030624001858,10.1761700505528
"result.28",-0.0509798166004555,2.84993713943376,2.80636921237291,2.89135308147587,9.17459818725013
"result.29",-0.0720932976999893,2.88566095458664,2.82014659761827,2.98358428564006,9.73243787239669
"result.30",-0.0209774644656107,2.94732522293032,2.80029585976415,2.95279345118629,10.41207015718
"result.31",-0.0754363227312598,2.93182656045216,2.81346523730363,3.0518829339322,10.0615836874212
"result.32",-0.110589581839526,2.93583062910464,2.80134459182237,3.10856710472433,11.1191180933822
"result.33",-0.0538378449755934,2.85881472039753,2.80028979728353,2.87126982780347,8.31260439136461
"result.34",0.0411556649847368,2.91864836223617,2.80777824361305,2.89552335530348,10.8493722457052
"result.35",0.0389175501803338,2.95264025334291,2.79281138382414,2.91296618173785,10.826893835253
"result.36",-0.0686002781526178,2.91320824176447,2.8086283940607,3.0453513780158,10.0257743804399
"result.37",-0.0526034305080653,2.88890198060319,2.79537164459944,2.97607170674447,10.3697960572273
"result.38",0.0657221694077587,2.92318759812353,2.80980493254837,2.81741771197364,10.9236184505696
"result.39",0.0419894143404336,2.89208646342575,2.80885103210984,2.89969744348616,10.8306179201317
"result.40",0.0451960085710309,2.88404964053427,2.79433234125665,2.90362501157656,9.79327175575668
"result.41",-0.0149519869875026,2.92541486585304,2.7976175608013,2.99996631903831,10.0864999460715
"result.42",-0.0425472757755991,2.91179811209669,2.79747329711686,3.04507845899162,11.1491748673744
"result.43",-0.105459737861891,2.94969212491079,2.80303824678261,3.09415931560026,11.0175421134804
"result.44",-0.00124702885241807,2.88365390845438,2.80602635813264,2.93340777482676,9.79784647043182
"result.45",-0.070665174767479,2.87321544181171,2.79100210260686,2.98035293929433,9.91612266456962
"result.46",-0.0771609447918583,2.88180334623548,2.79821013118202,3.03761195517756,9.93438472795389
"result.47",-0.0946377143075717,2.91038113950122,2.79576532348522,3.04586306026968,9.59385894708401
"result.48",-0.0283391034488796,2.90724086000278,2.80207951715977,2.92809122367887,10.1757128562287
"result.49",-0.0934026973739616,2.90562891357138,2.80035628091221,3.06599200381339,10.0824372394692
"result.50",-0.0529368350559904,2.90897688720121,2.80881130814136,2.9791484777276,9.93847112242072
"result.51",-0.0469732802872386,2.90708852265105,2.80081632686117,2.95641719329934,10.0683127314255
"result.52",-0.0414897977237724,2.86191140218848,2.80725893318154,2.93455076995321,10.0709829306174
"result.53",-0.138766540267933,2.8776824832279,2.79363723563755,2.95542369212404,8.97532420989777
"result.54",0.0977816682707537,2.90230217858416,2.82028366793135,2.78103722089856,9.36766373552363
"result.55",-0.0634532118975626,2.86277550711297,2.7989255108722,2.92876616490268,8.88723720673418
"result.56",-0.035184464782869,2.91289628813442,2.80119542204902,2.98277646599326,9.95483430677819
"result.57",0.000185268353203552,2.92370132914005,2.79133542851665,2.8891440848319,9.67148504090572
"result.58",0.0145314493352428,2.85101976289051,2.80187169142514,2.84371388781146,9.69490834162081
"result.59",-0.0534589277339945,2.89044712708099,2.79581381190016,2.89963316647098,10.792876150206
"result.60",-0.0209218510108175,2.88068782818955,2.79689543749288,2.88016035315933,9.32379845511847
"result.61",-0.028513836844227,2.85858469742006,2.80763137631564,2.94858317169352,10.1243667993379
"result.62",-0.0216807334317292,2.88947589481397,2.81020189059226,2.89526731182565,9.8952069934876
"result.63",-0.0572822351351917,2.90971198948599,2.80627049262362,3.00935482415728,9.71453383088773
"result.64",-0.0087805707761413,2.91689889032734,2.80793281003793,2.94106352153018,10.3028127534861
"result.65",-0.0362648247885616,2.89460522801232,2.80886797444035,2.95887543969503,9.71590603139389
"result.66",-0.0482950682158215,2.91710437695565,2.809642740437,2.94432718094138,10.4400029890907
"result.67",-0.00755618971598423,2.94032420662759,2.80110602700442,2.94598797167951,10.6432920490077
"result.68",-0.020676042596398,2.96511960853943,2.80918343441738,3.09488408248251,11.0403302901622
"result.69",-0.00575223466315573,2.89771351696496,2.81124678952123,2.89353672360371,9.53689128735029
"result.70",-0.0169940842838704,2.97118774334481,2.80235703173559,3.04743070352527,11.7320788302735
"result.71",-0.0492857377208129,2.90337316900015,2.79082931515331,2.98055136598079,10.0644866044253
"result.72",-0.0644608777470014,2.89306050095973,2.7959338697162,2.93167414080107,9.88251746333527
"result.73",-0.0484791273606401,2.89647486140735,2.7994822123614,2.89940303715699,9.77886421732365
"result.74",-0.11468976079558,2.86651708057141,2.79915701926505,3.03911138579122,9.98158335400529
"result.75",0.00880707603078758,2.86806354859361,2.79767540807129,2.91522429470205,9.64192447385508
"result.76",-0.0453894506817912,2.87766651959953,2.7976492703033,2.95597682545938,10.1060175833187
"result.77",-0.0181753408395921,2.84887137306605,2.82184883762002,2.83264943343634,8.76716005118054
"result.78",-0.051958530862194,2.85589538157934,2.80184612619081,2.93995715012483,8.71487905315437
"result.79",-0.0334471804810684,2.91417596482149,2.80987504304045,3.00234692440918,10.53190283783
"result.80",-0.0119072110993959,2.98206370022506,2.80771197560344,2.96245096837327,11.9209142057214
"result.81",0.0253338438335362,2.92174288716921,2.79628176346743,2.90364457020587,9.99895211241427
"result.82",0.0151392393858096,2.86384890616907,2.80630359561084,2.82994747473895,9.45372491386033
"result.83",-0.00552204389766649,2.86662871994137,2.79490275419265,2.88009265629212,9.23880672165666
"result.84",-0.00973750917770796,2.92781160720229,2.80646526762167,2.89891098499237,10.2743466100502
"result.85",-0.0505437542743352,2.91948144211749,2.80386560748992,2.99609568961249,10.4113022676396
"result.86",-0.0225211065562479,2.90753332322317,2.79161629176177,2.90976325304711,9.98921340180423
"result.87",0.0573458978686165,2.92455771477664,2.81091197178292,2.86809089180532,10.4473088214723
"result.88",-0.0970658763199813,2.88376971723065,2.81318024911159,3.06607366275272,9.63090372635959
"result.89",0.0149772049092188,2.96359917249502,2.80320901347954,2.95464819624144,11.4150447873705
"result.90",0.00281628838759331,2.90838901896326,2.8093516039636,2.88932376209916,10.8297869850312
"result.91",-0.0156961040869585,2.95214508548833,2.80334348683269,2.95266463722933,10.5223439011025
"result.92",-0.0354263473627903,2.92779526598667,2.7997494064718,3.0265742254146,10.7630021163542
