"","V1","V2","V3","V4","V5","V6"
"result.1",0.14545798863205,3.05912468229832,2.84261911167772,2.92064776155795,55.1933784039953,46.4295315321192
"result.2",0.175983410182152,3.08923230617638,2.83450514327059,2.99432443763286,60.8470998154496,49.5392547283198
"result.3",0.130505284955011,3.11510198722135,2.85452834475738,3.03338462134199,60.1127983238861,49.7429485031256
"result.4",0.138954962157192,3.0830020927191,2.86651380984869,2.99529282292457,59.2584209901334,47.6600786744915
"result.5",0.136544115938473,3.1328540712357,2.82852702932651,3.02501263065288,61.8733725711126,51.7629950859983
"result.6",0.179859632763882,3.04174624547238,2.76747245822142,2.88434902093106,59.962470808732,51.6809188239707
"result.7",0.142411488190707,3.06685587336304,2.81706338843041,2.9473848925688,58.7364527578824,49.247484995085
"result.8",0.184205075122993,3.0478461655669,2.80936117313913,2.87072926966891,51.601097898617,46.5854913350273
"result.9",0.142164603728165,3.16053831842985,2.86654097877002,3.04621611124508,55.9820419655442,45.277312375782
"result.10",0.13692724077411,3.09078549536744,2.84960664444953,2.99513153041217,58.1853723374833,46.6467282464576
"result.11",0.150262650921862,3.0857311973798,2.84595132071981,2.91863480293269,54.3553817139408,44.6423714737699
"result.12",0.124493452597323,3.0610909782814,2.81067715806721,2.95158995748011,61.2659002572529,48.1413195155092
"result.13",0.185196218414575,3.15424339215255,2.89620806997786,3.0406596342008,57.5238322536154,49.3362899807165
"result.14",0.0936633261900272,3.11282549453906,2.8491657471381,2.97334770437363,58.2325005136949,44.1240272628783
"result.15",0.13460331833741,3.00692173913152,2.84111692400182,2.90307640725567,50.7416133406649,40.5329042145231
"result.16",0.161539418906797,3.14603533273501,2.88309721818026,3.05823399153724,53.989202921589,46.2722065065705
"result.17",0.141260327937521,3.06341503377897,2.83142960139713,2.94940379582747,52.162099135654,43.490741331254
"result.18",0.117490949076174,2.98575338674838,2.82350170667371,2.85151096641381,52.1867662683844,43.0975762638141
"result.19",0.136113416082751,3.03815814013193,2.83239111746099,2.91971591679419,57.0127644253074,46.0001892713868
"result.20",0.176301442822967,3.05454805827646,2.84366821707815,2.97485996369378,55.020557160149,46.5916834738819
"result.21",0.107704419529949,3.00304012163239,2.81939457279318,2.93151679115964,54.1117866956476,41.3465100151882
"result.22",0.134279092606989,3.03294178262264,2.82176199571012,2.90461971286158,54.4177879032183,44.691402668528
"result.23",0.156110604990295,3.01065019157733,2.79354689753278,2.80012171953324,47.5343608977206,40.3860083769258
"result.24",0.126264109784082,3.07648081859983,2.86220260448427,3.01481839634995,57.9284005743027,47.379922983777
"result.25",0.157410475064324,3.02199128476079,2.82987054359891,2.93061521474857,51.9781257962174,45.2754291606759
"result.26",0.178321101830511,3.06563795519925,2.86166879704916,2.95354043598209,56.846995828645,48.2479344098521
"result.27",0.173700840089062,3.06053165237571,2.81647608786937,2.92328861248677,57.6883504263608,48.4338816677017
"result.28",0.157787237002216,3.03129711968852,2.89108079830647,3.04088102871815,55.2608517750187,45.684074870533
"result.29",0.119251326294564,3.05201600163937,2.84225747931317,3.0137473027557,62.8487104495004,51.3896678552755
"result.30",0.15256836894127,3.13341023352927,2.87226616409141,3.06352024583873,61.5325184171775,51.1978828383346
"result.31",0.129620820974729,3.05592133077081,2.8032133357014,2.93564242709128,57.3255387849701,48.8475940732024
"result.32",0.129564071002316,3.20230777911659,2.9336550784791,3.18126148707013,68.8946448682511,54.4903363253613
"result.33",0.136276074144982,3.04890359778191,2.82966857345954,2.85654202245833,53.6843778856659,45.2988855482408
"result.34",0.179444823207531,3.00586077434878,2.79392702425881,2.83775718747009,48.7600691335228,40.2208435665098
"result.35",0.178227087378151,3.09122215760559,2.8660865082991,2.92585091328812,56.2575886013045,46.1680556920157
"result.36",0.136804351993903,3.13018497789596,2.88308826627578,3.0603893083613,53.6388099266145,44.2639663334874
"result.37",0.135720377172352,3.09026718378935,2.86982700735395,3.0355850370706,59.4613074023202,45.3589376769799
"result.38",0.150463204538431,3.03492894648433,2.84874765051297,2.94895348976123,53.4715298796047,43.1926672102413
"result.39",0.149563886097375,3.04816763989564,2.78971359735796,2.88197105423139,57.4706856486393,46.5863112496373
"result.40",0.175399987214269,3.07561869952243,2.83727180075222,2.96750974238918,52.2176659035418,46.6151322778747
"result.41",0.125395609323814,3.09902323380802,2.82864775269633,2.95857447921983,53.3230137563205,41.8911446709069
"result.42",0.13507075955522,3.08264474322698,2.8515284720403,3.07757374925618,58.9017107272801,47.1157420510562
"result.43",0.147064868972435,3.1326961567067,2.86119353425917,3.0721828874225,63.1730023595046,52.1581618727187
"result.44",0.142570226955544,3.03689963544075,2.80315935633899,2.92569041791356,55.1509342997454,43.6578921611429
"result.45",0.153405095238789,3.07170820410331,2.82311588138393,2.90913251883905,59.677503351036,47.7140333986491
"result.46",0.134242395340904,3.15799708490891,2.98690520048922,3.28171884354352,58.8719811038497,46.4304259094467
"result.47",0.164304854061132,3.13045046405368,2.87676556079334,3.01368210259172,57.2124213662898,44.5467314602229
"result.48",0.124177013392694,3.10498859333485,2.88706111326244,2.99791568776436,56.2726692526134,43.8565942680879
"result.49",0.137990182470155,3.04289977643365,2.77886334291832,2.85715279487458,56.0560118913573,45.1298806006732
"result.50",0.160681596183585,3.08319707672533,2.8739143752108,2.96233550554107,51.6730052515202,45.8414850976158
"result.51",0.142256356470322,3.13422621940377,2.88347250437076,3.05728052159347,59.3939075553466,48.9948020491137
"result.52",0.174437069571634,3.12001127414501,2.87271934979179,3.03741874528353,60.1618874716689,50.1769007068448
"result.53",0.133280428839508,3.05876103840639,2.87837710186553,3.0457757111995,59.2944699618771,47.6247148941911
"result.54",0.140754511947119,2.99711810418745,2.797386225911,2.85647760074295,50.3375344877019,43.3803898794312
"result.55",0.151266763398517,3.04163826616542,2.84838287612185,2.91301067378112,55.1771125438742,44.8707909489856
"result.56",0.166786236453728,3.08422055759536,2.84964492243152,3.00749412813023,55.5855695524728,46.6878999916129
"result.57",0.16637022583305,3.04372132013212,2.82074029561065,2.81739573807026,50.9646320136753,42.5420994728693
"result.58",0.13652098212681,3.04271427938305,2.81343851474067,2.89835990918356,54.1851796767192,43.693203039626
"result.59",0.146547619906351,3.0551078058209,2.80731205907096,2.88328599685843,58.1608031493398,47.8455205634672
"result.60",0.159643245772866,3.04752947257644,2.84063347767094,2.8802242235812,51.5946803434828,40.3815583726682
"result.61",0.123696669845861,3.05352897395169,2.8280278150803,2.96612733233276,60.1197611531724,48.8901802089154
"result.62",0.114274070990421,3.04664131663811,2.85672850552023,3.03532939408947,59.7058538691935,49.064786314579
"result.63",0.172463961924684,3.06789602699998,2.87091425566776,2.98440710771517,54.1261088513221,43.7323213111879
"result.64",0.117537367674403,3.07440174277629,2.841167300279,3.00187507636206,59.2248015078103,48.2093278225458
"result.65",0.176010900773358,3.05038690983293,2.80323872293881,2.89248938629865,55.6699051319583,49.5931594595471
"result.66",0.186198183080504,3.08582598706173,2.80936820798666,2.8484340270606,56.8729046585522,46.8687135329218
"result.67",0.168381411731824,3.09466438142865,2.83716412144959,3.00470567894536,60.2189710842276,49.2393145681278
"result.68",0.136145564383731,3.06596694766162,2.83537862166885,2.99062099832174,54.0619813114143,45.141228136158
"result.69",0.156418500824176,3.07549668537733,2.81939557890406,2.95269715857351,56.7989472922154,44.9950665635305
"result.70",0.0995453468719445,3.12988548074154,2.86663905208136,3.1255109101825,68.3376757115009,52.589333913794
"result.71",0.143986034341377,3.11722693353058,2.88491318903169,3.10293797720796,65.1968560212981,52.3886175508961
"result.72",0.189180927346056,3.12813907413646,2.92245803702192,3.09075107977653,52.6730561438703,44.87917031624
"result.73",0.142525274500107,3.02714896873376,2.82278420569923,2.92610910877888,51.1665843980653,42.9048786250061
"result.74",0.20334423612597,3.10257455807355,2.84595467471116,3.02877033576509,58.8806945622577,51.6685896889427
"result.75",0.181602771915591,3.12263195987188,2.8620622190457,3.04209165997895,63.7083810235626,53.2867738867098
"result.76",0.154384562781796,3.06183056322053,2.77130095067093,2.7827216366919,51.5219578121695,45.0663773857061
"result.77",0.177408625106095,3.09894162290482,2.87629074575154,2.95141436526099,49.7742181168653,44.7029090147255
"result.78",0.132916919889132,3.06739585173536,2.84397438678128,2.97907212406767,55.5234665441794,45.0757796335197
"result.79",0.16247140047655,3.0650404389816,2.87843085653387,3.01977709454104,55.4474257915753,46.619724115478
"result.80",0.137713436683744,3.08966227138557,2.81902864972714,2.80767704168442,54.6644697577406,45.7621673151017
"result.81",0.161738595622816,3.04244225920106,2.81614733503093,2.87401879106166,51.1483536965824,45.3471212604687
"result.82",0.183104813586504,3.03955369794433,2.80412596168845,2.8137360557343,53.2448844438084,50.0233390702743
"result.83",0.183648545417595,3.05929158987622,2.82170738889474,2.90178984644537,53.8650650411041,47.1656692870446
"result.84",0.117778627440896,3.02417927563865,2.77245980776935,2.86114648369226,56.8551638121195,46.3490327461612
"result.85",0.141353146799217,3.03098739649783,2.83442220073842,2.9906215593435,56.77117424128,44.9130162129704
"result.86",0.150663623168281,3.08044809916081,2.84181685979941,2.94989713244273,53.6237258334831,42.3622936988495
"result.87",0.16117964499407,3.06256633435026,2.80966765403895,2.8938212226585,58.1749656580199,49.6573657460854
"result.88",0.150387734623261,3.08628056498598,2.90738508335753,3.12321080392706,60.3806232321196,48.2777819197235
"result.89",0.128391595873081,3.07491642293857,2.80414811006197,2.90443590419895,55.4882829264153,45.6673778142423
"result.90",0.173859476990558,3.06963271582867,2.83568132809281,2.99061082192754,58.6684892303257,47.6462532890799
"result.91",0.117315346787981,3.07879717656579,2.82417782818515,3.01027676614636,62.4700400287535,48.996895090832
"result.92",0.170009637861121,3.09848664367184,2.82984115975552,2.97324943232644,53.9425229898187,46.1626930824188
"result.93",0.158940022408509,3.11436129982043,2.86866655832723,3.00843630351145,56.5807515505683,47.5067603039717
"result.94",0.167122589533432,3.06947239603398,2.83672982674412,2.97780300354417,57.1960167360084,46.4825018390371
"result.95",0.151100149027466,3.02959115915027,2.76592693518292,2.8220119958595,54.5981642972301,47.1880819902972
"result.96",0.144064339364308,3.08844846404016,2.88245214103017,3.08486427502473,60.8166320704432,50.52471934395
"result.97",0.179037683202587,3.13854708757825,2.90326384980057,3.09456324545608,61.1476538194422,51.0242059772381
"result.98",0.145432847036996,3.03436825879053,2.8299537897664,2.92145111357871,53.7228063251223,44.9314699529681
"result.99",0.117699459439654,3.07355351930716,2.81790481607567,2.94374038493669,59.0160632085615,45.6821237147161
"result.100",0.103037528097362,2.99440097221669,2.78731695918894,2.8089051346417,54.9905447184135,45.3418203492962
"result.101",0.165323263539663,3.16671836807644,2.89460776110718,3.01067487370757,51.4322741424232,46.9398533936904
"result.102",0.155348869131845,3.10369137604897,2.87212172394404,3.06760800641986,58.8376555814066,51.7137773185603
"result.103",0.122437248423836,3.10934993307658,2.86802536370612,3.04699374960804,58.3759044149469,44.3837013125864
